name,ΔAcc,ΔParams(%)
Original Model_Kevin,0.0,0.0
Original Model_JF,1.7660000000000053,0.0
Last 2_JF,1.7460000000000093,-11.214999506155118
Stage 3_JF,-1.1159999999999997,-1.9156652299583898
Stage 4-5_JF,2.0799999999999983,-11.214999506155118
Stage 4_JF,2.0400000000000063,-11.214999506155118
Last 2_Kevin,0.14400000000000546,-11.214999506155118
Stage 3_Kevin,-2.597999999999999,-1.9156652299583898
Stage 4_Kevin,0.1460000000000008,-11.214999506155118
Stage 3-5_JF,-1.0859999999999985,-1.9156652299583898
Stage 1-5_JF,-1.054000000000002,-0.04577863660141353
Stage 3 last 2 conv_JF,0.8440000000000083,0.10193933842902282
Stage 3 last 2 conv_Kevin,-0.7219999999999942,0.10193933842902282
Stage 3-5_Kevin,-2.5779999999999887,-1.9156652299583898
Stage 4-5_Kevin,0.1460000000000008,-11.214999506155118
Stage 3 first 2 conv_JF,-5.6399999999999935,0.0032748796351087304
Stage 4 first 2 conv_Kevin,-1.073999999999998,0.03233072661043512
Stage 3 first 2 conv_Kevin,-6.035999999999994,0.0032748796351087304
Stage 1-5_Kevin,-3.925999999999995,-0.04577863660141353
Stage 4 last 2 conv_JF,1.8680000000000092,0.5929622488250063
Stage 1 last 2 conv_Kevin,-3.2299999999999898,-0.042852148416848285
Stage 1 last 2 conv_JF,-0.5519999999999925,-0.042852148416848285
Stage 4 first 2 conv_JF,0.12600000000000477,0.03233072661043512
Stage 1 first 2 conv_Kevin,-3.387999999999998,-0.04034372997293521
Stage 1 first 2 conv_JF,-0.9979999999999905,-0.04034372997293521
Stage 4 last 2 conv_Kevin,0.15200000000000102,0.5929622488250063
