Architecture,Dataset,Experiment,Is_Quantized,Collapsed_Ranges,Delta_Acc,Params_Reduction_%,FLOPs_Reduction_%,Memory_Reduction_%
RegNetX_400MF,CIFAR-10,Set_0,False,"['stage3.stage3_block2.block.conv2', 'stage3.stage3_block2.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_1,False,"['stage3.stage3_block3.block.conv2', 'stage3.stage3_block3.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_2,False,"['stage3.stage3_block4.block.conv2', 'stage3.stage3_block4.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_3,False,"['stage3.stage3_block5.block.conv2', 'stage3.stage3_block5.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_4,False,"['stage3.stage3_block6.block.conv2', 'stage3.stage3_block6.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_5,False,"['stage4.stage4_block0.block.conv2', 'stage4.stage4_block0.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_6,False,"['stage4.stage4_block1.block.conv2', 'stage4.stage4_block1.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_7,False,"['stage4.stage4_block2.block.conv2', 'stage4.stage4_block2.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_8,False,"['stage4.stage4_block3.block.conv2', 'stage4.stage4_block3.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_9,False,"['stage4.stage4_block4.block.conv2', 'stage4.stage4_block4.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_10,False,"['stage4.stage4_block5.block.conv2', 'stage4.stage4_block5.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_11,False,"['stage4.stage4_block6.block.conv2', 'stage4.stage4_block6.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_12,False,"['stage4.stage4_block7.block.conv2', 'stage4.stage4_block7.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_13,False,"['stage4.stage4_block8.block.conv2', 'stage4.stage4_block8.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_14,False,"['stage4.stage4_block9.block.conv2', 'stage4.stage4_block9.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_15,False,"['stage4.stage4_block10.block.conv2', 'stage4.stage4_block10.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_16,False,"['stage4.stage4_block11.block.conv2', 'stage4.stage4_block11.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Dynamic_Region_All_Combined,False,"[['stage3.stage3_block2.block.conv2', 'stage3.stage3_block2.block.conv3'], ['stage3.stage3_block3.block.conv2', 'stage3.stage3_block3.block.conv3'], ['stage3.stage3_block4.block.conv2', 'stage3.stage3_block4.block.conv3'], ['stage3.stage3_block5.block.conv2', 'stage3.stage3_block5.block.conv3'], ['stage3.stage3_block6.block.conv2', 'stage3.stage3_block6.block.conv3'], ['stage4.stage4_block0.block.conv2', 'stage4.stage4_block0.block.conv3'], ['stage4.stage4_block1.block.conv2', 'stage4.stage4_block1.block.conv3'], ['stage4.stage4_block2.block.conv2', 'stage4.stage4_block2.block.conv3'], ['stage4.stage4_block3.block.conv2', 'stage4.stage4_block3.block.conv3'], ['stage4.stage4_block4.block.conv2', 'stage4.stage4_block4.block.conv3'], ['stage4.stage4_block5.block.conv2', 'stage4.stage4_block5.block.conv3'], ['stage4.stage4_block6.block.conv2', 'stage4.stage4_block6.block.conv3'], ['stage4.stage4_block7.block.conv2', 'stage4.stage4_block7.block.conv3'], ['stage4.stage4_block8.block.conv2', 'stage4.stage4_block8.block.conv3'], ['stage4.stage4_block9.block.conv2', 'stage4.stage4_block9.block.conv3'], ['stage4.stage4_block10.block.conv2', 'stage4.stage4_block10.block.conv3'], ['stage4.stage4_block11.block.conv2', 'stage4.stage4_block11.block.conv3']]",-0.9120000000000061,16.30429184387615,8.139300082324985,5.155764725834999
RegNetX_400MF,CIFAR-10,Control (Continued),False,None,0.0,0.0,0.0,0.0
RegNetX_400MF,CIFAR-10,Set_0,True,"['stage3.stage3_block2.block.conv2', 'stage3.stage3_block2.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_1,True,"['stage3.stage3_block3.block.conv2', 'stage3.stage3_block3.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_2,True,"['stage3.stage3_block4.block.conv2', 'stage3.stage3_block4.block.conv3']",,,,
RegNetX_400MF,CIFAR-10,Set_3,True,"['stage3.stage3_block5.block.conv2', 'stage3.stage3_block5.block.conv3']",,,,
